Isolate	volS_name	volB_name	label	diff_metric	volS_value	volB_value	diff_value	label_long
S8MRS0089	50uL	100uL	50uL & 100uL	Pf-MOI	20	16	0.8	50uL & 100uL (n=101)
S8MRS0128	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0187	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0190	50uL	100uL	50uL & 100uL	Pf-MOI	2	3	1.5	50uL & 100uL (n=101)
S8MRS0207	50uL	100uL	50uL & 100uL	Pf-MOI	4	12	3	50uL & 100uL (n=101)
S8MRS0209	50uL	100uL	50uL & 100uL	Pf-MOI	2	4	2	50uL & 100uL (n=101)
S8MRS0228	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0251	50uL	100uL	50uL & 100uL	Pf-MOI	1	2	2	50uL & 100uL (n=101)
S8MRS0256	50uL	100uL	50uL & 100uL	Pf-MOI	5	7	1.4	50uL & 100uL (n=101)
S8MRS0257	50uL	100uL	50uL & 100uL	Pf-MOI	3	7	2.33333333333333	50uL & 100uL (n=101)
S8MRS0273	50uL	100uL	50uL & 100uL	Pf-MOI	8	8	1	50uL & 100uL (n=101)
S8MRS0280	50uL	100uL	50uL & 100uL	Pf-MOI	3	5	1.66666666666667	50uL & 100uL (n=101)
S8MRS0282	50uL	100uL	50uL & 100uL	Pf-MOI	1	2	2	50uL & 100uL (n=101)
S8MRS0283	50uL	100uL	50uL & 100uL	Pf-MOI	3	2	0.666666666666667	50uL & 100uL (n=101)
S8MRS0294	50uL	100uL	50uL & 100uL	Pf-MOI	1	1	1	50uL & 100uL (n=101)
S8MRS0299	50uL	100uL	50uL & 100uL	Pf-MOI	2	3	1.5	50uL & 100uL (n=101)
S8MRS0307	50uL	100uL	50uL & 100uL	Pf-MOI	6	8	1.33333333333333	50uL & 100uL (n=101)
S8MRS0312	50uL	100uL	50uL & 100uL	Pf-MOI	2	3	1.5	50uL & 100uL (n=101)
S8MRS0370	50uL	100uL	50uL & 100uL	Pf-MOI	10	11	1.1	50uL & 100uL (n=101)
S8MRS0443	50uL	100uL	50uL & 100uL	Pf-MOI	4	6	1.5	50uL & 100uL (n=101)
S8MRS0453	50uL	100uL	50uL & 100uL	Pf-MOI	7	7	1	50uL & 100uL (n=101)
S8MRS0464	50uL	100uL	50uL & 100uL	Pf-MOI	2	3	1.5	50uL & 100uL (n=101)
S8MRS0466	50uL	100uL	50uL & 100uL	Pf-MOI	4	4	1	50uL & 100uL (n=101)
S8MRS0484	50uL	100uL	50uL & 100uL	Pf-MOI	4	5	1.25	50uL & 100uL (n=101)
S8MRS0490	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS0491	50uL	100uL	50uL & 100uL	Pf-MOI	1	1	1	50uL & 100uL (n=101)
S8MRS0515	50uL	100uL	50uL & 100uL	Pf-MOI	6	6	1	50uL & 100uL (n=101)
S8MRS0527	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0532	50uL	100uL	50uL & 100uL	Pf-MOI	5	8	1.6	50uL & 100uL (n=101)
S8MRS0533	50uL	100uL	50uL & 100uL	Pf-MOI	2	3	1.5	50uL & 100uL (n=101)
S8MRS0559	50uL	100uL	50uL & 100uL	Pf-MOI	4	6	1.5	50uL & 100uL (n=101)
S8MRS0569	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0572	50uL	100uL	50uL & 100uL	Pf-MOI	3	5	1.66666666666667	50uL & 100uL (n=101)
S8MRS0581	50uL	100uL	50uL & 100uL	Pf-MOI	9	10	1.11111111111111	50uL & 100uL (n=101)
S8MRS0586	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS0588	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS0602	50uL	100uL	50uL & 100uL	Pf-MOI	4	4	1	50uL & 100uL (n=101)
S8MRS0633	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS0634	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0636	50uL	100uL	50uL & 100uL	Pf-MOI	5	5	1	50uL & 100uL (n=101)
S8MRS0649	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS0655	50uL	100uL	50uL & 100uL	Pf-MOI	7	7	1	50uL & 100uL (n=101)
S8MRS0656	50uL	100uL	50uL & 100uL	Pf-MOI	2	1	0.5	50uL & 100uL (n=101)
S8MRS0659	50uL	100uL	50uL & 100uL	Pf-MOI	1	1	1	50uL & 100uL (n=101)
S8MRS0660	50uL	100uL	50uL & 100uL	Pf-MOI	9	12	1.33333333333333	50uL & 100uL (n=101)
S8MRS0668	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0671	50uL	100uL	50uL & 100uL	Pf-MOI	10	8	0.8	50uL & 100uL (n=101)
S8MRS0675	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0686	50uL	100uL	50uL & 100uL	Pf-MOI	4	3	0.75	50uL & 100uL (n=101)
S8MRS0690	50uL	100uL	50uL & 100uL	Pf-MOI	4	4	1	50uL & 100uL (n=101)
S8MRS0693	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0735	50uL	100uL	50uL & 100uL	Pf-MOI	3	2	0.666666666666667	50uL & 100uL (n=101)
S8MRS0760	50uL	100uL	50uL & 100uL	Pf-MOI	3	2	0.666666666666667	50uL & 100uL (n=101)
S8MRS0779	50uL	100uL	50uL & 100uL	Pf-MOI	4	4	1	50uL & 100uL (n=101)
S8MRS0850	50uL	100uL	50uL & 100uL	Pf-MOI	7	6	0.857142857142857	50uL & 100uL (n=101)
S8MRS0867	50uL	100uL	50uL & 100uL	Pf-MOI	3	2	0.666666666666667	50uL & 100uL (n=101)
S8MRS0876	50uL	100uL	50uL & 100uL	Pf-MOI	1	1	1	50uL & 100uL (n=101)
S8MRS0886	50uL	100uL	50uL & 100uL	Pf-MOI	7	6	0.857142857142857	50uL & 100uL (n=101)
S8MRS0893	50uL	100uL	50uL & 100uL	Pf-MOI	4	3	0.75	50uL & 100uL (n=101)
S8MRS0901	50uL	100uL	50uL & 100uL	Pf-MOI	5	5	1	50uL & 100uL (n=101)
S8MRS0904	50uL	100uL	50uL & 100uL	Pf-MOI	6	7	1.16666666666667	50uL & 100uL (n=101)
S8MRS0910	50uL	100uL	50uL & 100uL	Pf-MOI	4	3	0.75	50uL & 100uL (n=101)
S8MRS0928	50uL	100uL	50uL & 100uL	Pf-MOI	9	13	1.44444444444444	50uL & 100uL (n=101)
S8MRS0936	50uL	100uL	50uL & 100uL	Pf-MOI	2	3	1.5	50uL & 100uL (n=101)
S8MRS0938	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0943	50uL	100uL	50uL & 100uL	Pf-MOI	1	1	1	50uL & 100uL (n=101)
S8MRS0948	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0954	50uL	100uL	50uL & 100uL	Pf-MOI	3	4	1.33333333333333	50uL & 100uL (n=101)
S8MRS0956	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS0980	50uL	100uL	50uL & 100uL	Pf-MOI	4	4	1	50uL & 100uL (n=101)
S8MRS0997	50uL	100uL	50uL & 100uL	Pf-MOI	5	5	1	50uL & 100uL (n=101)
S8MRS2144	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS2149	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS2155	50uL	100uL	50uL & 100uL	Pf-MOI	4	6	1.5	50uL & 100uL (n=101)
S8MRS2160	50uL	100uL	50uL & 100uL	Pf-MOI	4	5	1.25	50uL & 100uL (n=101)
S8MRS2207	50uL	100uL	50uL & 100uL	Pf-MOI	1	2	2	50uL & 100uL (n=101)
S8MRS2217	50uL	100uL	50uL & 100uL	Pf-MOI	2	3	1.5	50uL & 100uL (n=101)
S8MRS2227	50uL	100uL	50uL & 100uL	Pf-MOI	1	2	2	50uL & 100uL (n=101)
S8MRS2267	50uL	100uL	50uL & 100uL	Pf-MOI	4	4	1	50uL & 100uL (n=101)
S8MRS2276	50uL	100uL	50uL & 100uL	Pf-MOI	5	6	1.2	50uL & 100uL (n=101)
S8MRS2444	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS2446	50uL	100uL	50uL & 100uL	Pf-MOI	3	5	1.66666666666667	50uL & 100uL (n=101)
S8MRS2454	50uL	100uL	50uL & 100uL	Pf-MOI	1	3	3	50uL & 100uL (n=101)
S8MRS2458	50uL	100uL	50uL & 100uL	Pf-MOI	8	9	1.125	50uL & 100uL (n=101)
S8MRS2473	50uL	100uL	50uL & 100uL	Pf-MOI	20	20	1	50uL & 100uL (n=101)
S8MRS2489	50uL	100uL	50uL & 100uL	Pf-MOI	8	8	1	50uL & 100uL (n=101)
S8MRS2491	50uL	100uL	50uL & 100uL	Pf-MOI	4	4	1	50uL & 100uL (n=101)
S8MRS2512	50uL	100uL	50uL & 100uL	Pf-MOI	4	4	1	50uL & 100uL (n=101)
S8MRS2517	50uL	100uL	50uL & 100uL	Pf-MOI	9	8	0.888888888888889	50uL & 100uL (n=101)
S8MRS2530	50uL	100uL	50uL & 100uL	Pf-MOI	2	2	1	50uL & 100uL (n=101)
S8MRS2533	50uL	100uL	50uL & 100uL	Pf-MOI	3	3	1	50uL & 100uL (n=101)
S8MRS2552	50uL	100uL	50uL & 100uL	Pf-MOI	1	1	1	50uL & 100uL (n=101)
S8MRS2568	50uL	100uL	50uL & 100uL	Pf-MOI	5	6	1.2	50uL & 100uL (n=101)
